id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,counterpress,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,out,pass_outswinging,pass_technique_id,pass_technique_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_switch,off_camera,pass_cross,clearance_left_foot,dribble_overrun,dribble_nutmeg,clearance_right_foot,pass_no_touch,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_first_time,clearance_other,pass_miscommunication,clearance_aerial_won,pass_through_ball,ball_recovery_recovery_failure,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_aerial_won,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_won_defensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,50_50_outcome_id,50_50_outcome_name,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,pass_cut_back,miscontrol_aerial_won,pass_straight,foul_committed_type_id,foul_committed_type_name,count,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y,initial_distance,final_distance_pass,final_distance_carry,is_deep_completion,pass_inswinging,pass_deflected,injury_stoppage_in_chain,shot_one_on_one,bad_behaviour_card_id,bad_behaviour_card_name,shot_deflected,block_deflection,foul_committed_penalty,foul_won_penalty,block_save_block,goalkeeper_punched_out,player_off_permanent,shot_saved_off_target,goalkeeper_shot_saved_off_target,shot_saved_to_post,goalkeeper_shot_saved_to_post,shot_open_goal,goalkeeper_penalty_saved_to_post,dribble_no_touch,block_offensive,shot_follows_dribble,ball_recovery_offensive,shot_redirect,goalkeeper_lost_in_play,goalkeeper_success_in_play
b645f481-4575-48ba-9b17-bcb0ca49c77e,1073,1,00:28:55.492,28,55,48,1.902079,30,Pass,796,Russia,1,Regular Play,796,Russia,,,['2fe0fbea-3d09-4bba-aaee-efb4883153f0'],"[91.4, 5.7]",5177.0,Aleksandr Golovin,20.0,Left Attacking Midfield,5195.0,Artem Dzyuba,36.601913,1.0153826,3.0,High Pass,"[110.7, 36.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91.4,5.7,110.7,36.8,,,44.65926555598512,9.835141076771597,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
df085e9d-c480-43bd-adda-07994fce0eb5,1277,1,00:35:02.109,35,2,59,1.564409,30,Pass,796,Russia,1,Regular Play,796,Russia,,,['682daf18-8c21-4e27-b0c7-6dd89fac9d38'],"[116.8, 7.2]",5179.0,Daler Kuzyaev,8.0,Left Wing Back,20845.0,Magomed Ozdoev,38.476616,1.8390999,3.0,High Pass,"[106.6, 44.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,cea29db3-309f-47a3-b3ae-32eeea5dc7d8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,116.8,7.2,106.6,44.3,,,32.95572787847357,14.073023839957074,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
d5e4aaff-55c3-4e8e-a614-42156d6c7e6a,1455,1,00:42:01.865,42,1,67,1.379776,30,Pass,796,Russia,3,From Free Kick,796,Russia,,,"['6d0b6d69-40f5-4fc3-8510-5ede480f2d26', 'da801c59-4787-4a02-b83d-f248aac3c7f9']","[99.5, 23.2]",6299.0,Aleksey Miranchuk,18.0,Right Attacking Midfield,15545.0,Vyacheslav Karavaev,21.072256,1.2820668,1.0,Ground Pass,"[105.5, 43.4]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.5,23.2,105.5,43.4,,,26.504527915056325,14.893287078412207,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
5a6a273a-c8c4-4924-91a2-16d2ba342a9b,1490,1,00:42:43.389,42,43,68,1.498487,30,Pass,796,Russia,4,From Throw In,796,Russia,,,"['ab695e3b-89c8-467e-b412-f32e96b1fac0', 'd2a436c5-a089-4e32-b843-e109f09baa9e']","[110.1, 18.2]",5195.0,Artem Dzyuba,23.0,Center Forward,5179.0,Daler Kuzyaev,7.48131,2.2330117,3.0,High Pass,"[105.5, 24.1]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,110.1,18.2,105.5,24.1,,,23.94263978762576,21.5188289644209,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
7aadab81-a53d-43c3-8260-6b36fc6dcd54,1639,1,00:45:48.395,45,48,73,1.675633,30,Pass,796,Russia,1,Regular Play,796,Russia,,,['99ebb88e-03e7-4cbf-bbfd-61746e23a6e2'],"[101.8, 8.0]",5177.0,Aleksandr Golovin,20.0,Left Attacking Midfield,5195.0,Artem Dzyuba,39.537956,1.2034409,3.0,High Pass,"[116.0, 44.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,101.8,8.0,116.0,44.9,,,36.813584449222006,6.325345840347387,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
e0c19d72-ea2c-4cbf-8146-1278268a0e54,1678,1,00:46:24.132,46,24,75,0.54366,30,Pass,796,Russia,1,Regular Play,796,Russia,,,"['76374a17-43a4-4fb8-8ec7-da5500026347', '9b87a0b1-6828-46ca-b507-0f7bb99d9061']","[98.9, 50.7]",6299.0,Aleksey Miranchuk,18.0,Right Attacking Midfield,5195.0,Artem Dzyuba,7.340981,-0.65984845,1.0,Ground Pass,"[104.7, 46.2]",38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98.9,50.7,104.7,46.2,,,23.657979626333265,16.508482668010405,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
c4deb387-50b3-45a7-a78f-c7e426a51470,1768,1,00:48:58.675,48,58,78,1.41972,30,Pass,796,Russia,4,From Throw In,796,Russia,,,['ef574ad6-2a1a-4df6-ab80-0f6d089eb002'],"[92.2, 63.0]",5177.0,Aleksandr Golovin,20.0,Left Attacking Midfield,5195.0,Artem Dzyuba,28.885464,-0.8711822,3.0,High Pass,"[110.8, 40.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,12822949-0f57-4bf5-afcc-eb25926cff40,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,92.2,63.0,110.8,40.9,,,36.0810199412378,9.243916918709301,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
40db46ba-a0e9-4d22-9125-524cbe86cdfa,1812,1,00:49:41.975,49,41,92,1.169299,30,Pass,1835,Finland,1,Regular Play,1835,Finland,,,['d0fa57a8-d5e4-476a-8499-d4f59c147c67'],"[98.3, 7.3]",16550.0,Jere Juhani Uronen,8.0,Left Wing Back,9725.0,Joel Pohjanpalo,28.72525,1.2776723,3.0,High Pass,"[106.6, 34.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,e8b26a45-e6dd-4627-b9f5-c5a3d61008c0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98.3,7.3,106.6,34.8,,,39.24512708604726,14.373586887064764,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
acf7e579-164b-47f1-8945-d76b5ec00e8c,1850,1,00:50:43.456,50,43,95,1.614605,30,Pass,1835,Finland,1,Regular Play,1835,Finland,,,['1d65c9f6-660c-4899-b4da-d66fc19877d5'],"[98.5, 74.8]",15416.0,Jukka Raitala,7.0,Right Wing Back,9725.0,Joel Pohjanpalo,40.9518,-1.2451848,3.0,High Pass,"[111.6, 36.0]",40.0,Right Foot,,,,,,,,,,,,,77.0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98.5,74.8,111.6,36.0,,,40.90586754977823,9.303762679690411,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
9edc7cf7-eef7-4b0c-9b92-4b3e3c152838,2031,2,00:03:37.787,48,37,105,2.337448,30,Pass,1835,Finland,6,From Counter,1835,Finland,,,['7ee5cb5b-beef-4ffd-8436-f633f621d7e4'],"[66.1, 40.1]",24321.0,Robin Lod,13.0,Right Center Midfield,9476.0,Teemu Pukki,35.610252,-0.07871029,1.0,Ground Pass,"[101.6, 37.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,Through Ball,,,,,,,,,,,,,,3b4d42e4-06ba-4a38-be2d-717f17481f2f,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,1,66.1,40.1,101.6,37.3,,,53.90009276429866,18.597042775667326,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
13cd6cfd-a8d6-439b-adc9-507abffd6d93,2111,2,00:05:30.089,50,30,109,1.452263,30,Pass,1835,Finland,1,Regular Play,1835,Finland,,,['5c9c8ead-7ae7-4d0c-a4f4-c22aa8e5a22b'],"[91.5, 10.8]",38196.0,"Daniel O""Shaughnessy",5.0,Left Center Back,9725.0,Joel Pohjanpalo,34.0978,1.0454662,3.0,High Pass,"[108.6, 40.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,f4ea226c-75bd-488f-b416-946cf9dcf702,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91.5,10.8,108.6,40.3,,,40.80306361046925,11.403946685248933,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
15f33b9a-60b3-4006-8720-d014eaf0b1b1,2178,2,00:07:10.084,52,10,112,2.035736,30,Pass,796,Russia,4,From Throw In,796,Russia,,,"['99978473-688d-43af-854c-1d1f60367cb3', 'fb75ac1e-6681-4ce7-9cd2-0d6124656e61']","[94.3, 56.1]",20845.0,Magomed Ozdoev,9.0,Right Defensive Midfield,15545.0,Vyacheslav Karavaev,25.99423,0.15060195,1.0,Ground Pass,"[120.0, 60.0]",40.0,Right Foot,,,,True,,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,108.0,Through Ball,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,1,94.3,56.1,120.0,60.0,,,30.32655601943617,20.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
39160183-41c8-4139-9771-8a9a1e7f30ab,2261,2,00:09:13.988,54,13,133,3.273211,30,Pass,796,Russia,1,Regular Play,796,Russia,,,['b5f5e8e1-46f0-41a1-a4ea-bf96c34f3677'],"[91.3, 18.6]",5171.0,Roman Zobnin,11.0,Left Defensive Midfield,5195.0,Artem Dzyuba,44.41734,0.868275,3.0,High Pass,"[120.0, 52.5]",40.0,Right Foot,,,,,,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91.3,18.6,120.0,52.5,,,35.80013966453204,12.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
26b64543-7adb-4310-b998-d64af48bbecb,2492,2,00:14:28.598,59,28,146,1.115475,30,Pass,1835,Finland,1,Regular Play,1835,Finland,,,['47eff29b-dffa-4f77-bfbe-58e13f8285d2'],"[116.6, 66.9]",9476.0,Teemu Pukki,22.0,Right Center Forward,9725.0,Joel Pohjanpalo,21.523243,-1.9616561,1.0,Ground Pass,"[108.4, 47.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,4593dcea-7b67-4ce7-9d71-5bc6d66298bd,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,1,116.6,66.9,108.4,47.0,,,27.11401851441428,13.548431643551952,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
bbe94801-14b2-4564-b93d-2c34dcd6856e,2792,2,00:20:26.930,65,26,156,1.523976,30,Pass,796,Russia,1,Regular Play,796,Russia,,,['fed1f204-2aee-48b3-908e-8ea7935e2521'],"[77.0, 39.6]",6299.0,Aleksey Miranchuk,18.0,Right Attacking Midfield,18734.0,Rifat Zhemaletdinov,23.235533,-0.25228542,1.0,Ground Pass,"[99.5, 33.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,Through Ball,,,,,,,,,,,,,,7c46d1c7-eba4-4bb9-a1b8-e3acd78c6c7a,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,1,77.0,39.6,99.5,33.8,,,43.001860424869996,21.417049283222937,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
51cb5ff4-6c75-44e1-bfcd-9adc4149acff,2997,2,00:26:24.043,71,24,163,1.894526,30,Pass,796,Russia,1,Regular Play,796,Russia,,,['34244859-ec3a-4c3a-8e3d-26f8384cbb50'],"[102.7, 59.5]",5195.0,Artem Dzyuba,23.0,Center Forward,5179.0,Daler Kuzyaev,27.418242,-1.5343162,1.0,Ground Pass,"[103.7, 32.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c6170d0-f7ca-45a8-bcff-6402c161be6e,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,102.7,59.5,103.7,32.1,,,26.067988031299997,18.113530854032845,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
8701369a-a9ec-4178-b66f-4dce0073e212,3566,2,00:41:44.478,86,44,192,0.944543,30,Pass,796,Russia,1,Regular Play,796,Russia,,,"['5b7ecdf0-f7fc-44ef-a00f-a14edfa1e94f', 'b3508f23-a6ee-49a1-9c3a-7fdb73518811']","[107.3, 58.3]",15545.0,Vyacheslav Karavaev,7.0,Right Wing Back,5171.0,Roman Zobnin,8.755569,-1.813005,2.0,Low Pass,"[105.2, 49.8]",38.0,Left Foot,66.0,Recovery,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fe4de47-bc5f-478e-a27d-8acb600c0d0a,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,107.3,58.3,105.2,49.8,,,22.275098204048394,17.75049295090139,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
be3dc71c-653b-49c5-beeb-d4c59a8a94ed,3672,2,00:46:53.045,91,53,198,2.026623,30,Pass,796,Russia,1,Regular Play,796,Russia,,,['1e2624a8-c9e8-4638-826b-a4fa5a71d830'],"[105.1, 6.6]",5177.0,Aleksandr Golovin,20.0,Left Attacking Midfield,5179.0,Daler Kuzyaev,20.146711,0.9014817,1.0,Ground Pass,"[117.6, 22.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,105.1,6.6,117.6,22.4,,,36.572804103595885,17.762882648939616,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
